personid,sex,birthday,ethnicity
197755,1,1982-01-25 0:00,1
62020,0,1989-12-05 0:00,1
214497,0,1948-06-11 0:00,1
300660,0,1966-09-14 0:00,1
269671,1,1941-05-28 0:00,1
85876,0,1974-03-12 0:00,1
280773,1,1940-08-28 0:00,1
239485,0,1973-12-03 0:00,1
46814,1,1957-03-06 0:00,1
286241,0,1936-10-11 0:00,1
185375,0,1975-12-20 0:00,1
176610,1,1936-03-28 0:00,1
266703,0,1976-10-18 0:00,1
127204,0,1959-06-19 0:00,1
355508,1,1993-09-30 0:00,1
346963,1,1940-07-14 0:00,1
133067,0,1927-05-30 0:00,1
284993,0,1981-12-22 0:00,1
8606,1,1963-07-30 0:00,1
149378,0,1968-04-02 0:00,1
225262,0,1944-01-02 0:00,1
61221,1,1958-05-28 0:00,1
61608,0,1961-08-19 0:00,1
142887,1,1950-11-22 0:00,1
312963,1,1958-11-24 0:00,1
226627,1,1954-04-11 0:00,1
329408,1,1937-05-07 0:00,1
146044,1,1942-11-10 0:00,1
358494,1,1951-09-30 0:00,1
357232,0,1934-01-22 0:00,1
322159,1,1995-12-06 0:00,1
54937,1,1991-07-19 0:00,1
38962,1,1979-09-23 0:00,1
257634,1,1941-09-11 0:00,1
257639,1,1992-01-26 0:00,1
277181,1,1968-02-20 0:00,1
109703,1,1949-11-24 0:00,1
231111,0,1941-11-07 0:00,1
246605,0,1934-06-02 0:00,1
290387,0,1969-01-11 0:00,1
298411,0,1986-11-22 0:00,1
229826,1,1943-05-31 0:00,1
82426,0,1942-01-24 0:00,1
91965,0,1940-01-23 0:00,1
362837,1,1918-03-04 0:00,1
92002,1,1983-03-10 0:00,1
104872,0,1961-02-01 0:00,1
133845,0,1969-04-11 0:00,1
153149,0,1963-05-15 0:00,1
247725,0,1930-10-18 0:00,1
175391,0,1968-11-10 0:00,1
233699,1,1953-03-15 0:00,1
196498,0,1946-02-09 0:00,1
346614,0,1949-06-30 0:00,1
313112,1,1967-04-30 0:00,1
67743,0,1976-07-18 0:00,1
317569,0,1968-07-18 0:00,1
118967,0,1928-03-17 0:00,1
9501,0,1943-09-21 0:00,1
159457,1,1958-06-16 0:00,1
213214,1,1944-06-03 0:00,1
3291,1,1971-05-29 0:00,1
57706,0,1968-12-07 0:00,1
89951,1,1996-02-02 0:00,1
70080,1,1954-07-26 0:00,1
259948,1,1990-07-12 0:00,1
305461,0,1946-10-02 0:00,1
142134,1,1948-11-09 0:00,1
250471,0,1975-07-17 0:00,1
185929,1,1942-05-20 0:00,1
268664,1,1922-03-24 0:00,1
288569,1,1981-01-24 0:00,1
188317,1,1994-06-26 0:00,1
182755,0,1937-05-03 0:00,1
287884,0,1932-04-16 0:00,1
259860,1,1969-07-18 0:00,1
141435,1,1970-09-27 0:00,1
195453,0,1939-02-17 0:00,1
222281,1,1981-04-30 0:00,1
300602,0,1946-11-13 0:00,1
304801,0,1963-04-29 0:00,1
178003,0,1999-02-04 0:00,1
311529,0,1969-02-12 0:00,1
166241,0,1975-02-26 0:00,1
289197,1,1971-06-21 0:00,1
231635,1,1933-04-08 0:00,1
101009,1,1953-04-19 0:00,1
188087,1,1951-09-29 0:00,1
219516,1,1970-05-16 0:00,1
106019,1,1947-10-28 0:00,1
318272,0,2001-02-05 0:00,1
45826,1,1971-01-04 0:00,1
207495,0,1948-03-01 0:00,1
164909,0,1981-08-07 0:00,1
342780,0,1970-03-14 0:00,1
234256,1,1929-05-14 0:00,1
335783,0,1941-03-16 0:00,1
140237,0,1969-12-16 0:00,1
165639,0,1971-08-03 0:00,1
16152,0,1992-05-26 0:00,1
295181,1,1957-08-21 0:00,1
284064,1,1989-08-14 0:00,1
51813,1,1970-02-10 0:00,1
203233,1,1946-02-21 0:00,1
339990,1,1956-08-24 0:00,1
224920,1,1967-05-31 0:00,1
92760,1,1946-12-30 0:00,1
105450,1,1969-06-14 0:00,1
335023,1,1941-10-03 0:00,1
44862,0,1927-09-23 0:00,1
344615,1,1967-02-09 0:00,1
74392,0,1963-12-12 0:00,1
341923,0,1967-07-15 0:00,1
111892,1,1958-11-03 0:00,1
139631,1,1972-05-18 0:00,1
73984,1,1968-03-04 0:00,1
115881,0,1968-08-25 0:00,1
40010,1,1963-09-17 0:00,1
135103,0,1986-12-05 0:00,1
228272,1,1960-04-04 0:00,1
258332,0,1949-01-18 0:00,1
117746,0,1961-11-11 0:00,1
368751,1,1942-09-27 0:00,1
345168,0,1968-12-08 0:00,1
320010,0,1967-12-16 0:00,1
260582,0,1955-02-07 0:00,1
298688,1,1935-08-27 0:00,1
269349,0,1957-07-13 0:00,1
50579,1,1971-05-23 0:00,1
225177,1,1942-05-26 0:00,1
78608,0,1971-03-28 0:00,1
2677,1,1959-11-08 0:00,1
233427,0,1964-06-05 0:00,1
304176,1,1968-02-24 0:00,1
73381,1,1977-05-25 0:00,1
84509,1,1964-06-19 0:00,1
173472,0,1974-05-03 0:00,1
368051,1,1967-09-07 0:00,1
172850,0,1948-11-25 0:00,1
331159,0,1952-10-16 0:00,1
243629,0,1924-09-12 0:00,1
130269,0,1920-08-31 0:00,1
165992,1,1971-04-10 0:00,1
126651,0,1932-10-31 0:00,1
214959,1,1973-10-12 0:00,0
74043,1,1964-10-28 0:00,1
355905,1,1973-09-09 0:00,1
150799,1,1966-08-10 0:00,1
335629,1,1926-01-11 0:00,1
14668,1,1960-05-03 0:00,1
280093,0,1957-05-29 0:00,1
100421,0,1983-05-18 0:00,1
274724,1,1957-07-25 0:00,1
342829,0,1968-02-15 0:00,1
209879,1,1955-04-07 0:00,1
192495,0,1958-01-25 0:00,1
214228,1,1975-08-28 0:00,1
51454,1,1975-05-23 0:00,1
370851,1,1979-03-30 0:00,1
246503,1,1976-08-16 0:00,1
141980,0,1938-09-23 0:00,1
122900,1,1976-01-22 0:00,1
261133,1,1994-03-20 0:00,1
283416,0,1960-07-13 0:00,1
99088,1,1970-07-17 0:00,1
109028,1,1940-09-29 0:00,1
169761,0,1964-07-15 0:00,1
147866,1,1977-03-04 0:00,1
201855,0,1967-08-03 0:00,1
75190,0,1958-08-17 0:00,1
218912,1,1966-02-23 0:00,1
64724,0,1961-03-28 0:00,1
270801,1,1966-04-13 0:00,1
104900,0,1942-04-06 0:00,1
270371,1,1962-01-12 0:00,1
15020,0,1966-05-30 0:00,1
237858,0,1940-05-29 0:00,1
323490,0,1935-10-18 0:00,1
336870,0,1967-03-17 0:00,1
269554,1,1961-07-14 0:00,1
1580,1,1977-01-01 0:00,1
255843,0,1967-05-30 0:00,1
136158,0,1993-11-01 0:00,1
284227,1,1933-04-23 0:00,1
120184,1,1973-03-31 0:00,1
54975,0,1959-02-06 0:00,1
242633,0,1999-02-22 0:00,1
282105,1,1981-07-22 0:00,1
226715,0,1955-05-23 0:00,1
119380,1,1942-06-26 0:00,1
38655,1,1940-06-21 0:00,1
219702,0,1965-08-27 0:00,1
227222,0,2011-03-10 0:00,1
16359,0,1959-12-01 0:00,1
64987,1,1985-04-21 0:00,1
169562,1,1936-10-22 0:00,1
107669,0,1927-03-11 0:00,1
243481,0,1983-12-07 0:00,1
361298,1,1947-09-28 0:00,1
323164,0,1955-02-18 0:00,1
228738,0,1957-07-15 0:00,1
351714,0,1963-07-20 0:00,1
77069,1,1970-10-15 0:00,1
11635,1,1958-10-20 0:00,1
35745,0,1974-04-27 0:00,1
85070,0,1964-08-19 0:00,1
39506,1,1939-08-04 0:00,1
56816,1,1944-06-20 0:00,1
241196,1,1972-02-01 0:00,1
369891,1,1998-10-28 0:00,1
275691,0,1948-11-14 0:00,1
216063,1,1935-06-28 0:00,1
329943,1,1960-04-19 0:00,1
27654,1,1994-06-18 0:00,1
230830,1,1936-12-04 0:00,1
193923,0,1922-03-08 0:00,1
270281,1,1996-06-16 0:00,1
84212,1,1968-02-26 0:00,1
199451,0,1941-06-30 0:00,1
335275,0,1949-08-25 0:00,1
4014,1,1954-11-09 0:00,1
221687,1,1995-09-08 0:00,1
298519,1,1927-11-04 0:00,1
63445,1,1966-05-20 0:00,1
118969,1,1940-11-04 0:00,1
119031,1,1945-07-04 0:00,1
103595,0,1975-07-17 0:00,1
111689,0,1935-03-03 0:00,1
368046,0,1954-04-25 0:00,1
270909,0,1952-04-16 0:00,1
38412,1,1972-09-02 0:00,1
276518,0,1982-04-10 0:00,1
187644,0,1969-08-10 0:00,1
65875,1,1955-09-10 0:00,1
148546,0,1958-07-21 0:00,1
90562,0,1975-07-21 0:00,1
29005,0,1966-03-30 0:00,1
68312,0,1942-06-30 0:00,1
7835,1,1954-05-27 0:00,1
72739,1,1959-06-03 0:00,1
5831,1,1968-08-13 0:00,1
179517,1,1940-01-11 0:00,1
97671,1,1971-03-16 0:00,1
133711,0,1952-04-20 0:00,1
202128,1,1932-11-27 0:00,1
148592,0,1954-11-27 0:00,1
368079,0,1961-01-25 0:00,1
82138,0,1950-03-07 0:00,1
111783,1,1937-06-01 0:00,1
243032,1,1962-10-12 0:00,1
209626,1,1935-06-15 0:00,1
271784,1,2001-07-02 0:00,1
178668,1,1961-05-24 0:00,1
136329,1,1963-07-18 0:00,1
232892,0,1941-06-30 0:00,1
177011,1,1968-05-26 0:00,1
78429,0,1961-06-11 0:00,1
135780,0,1937-07-20 0:00,1
6578,0,1953-07-02 0:00,1
148987,0,1976-08-02 0:00,1
58501,0,1987-08-31 0:00,1
164183,1,1965-07-12 0:00,1
342224,0,1955-12-14 0:00,1
216875,0,1962-04-30 0:00,1
227130,1,1988-09-06 0:00,1
18402,0,1957-09-11 0:00,1
210882,1,1952-08-17 0:00,1
47604,1,1951-07-16 0:00,1
147481,0,2009-04-24 0:00,1
266101,1,1962-06-21 0:00,1
205590,1,1985-02-16 0:00,1
75421,0,1950-07-25 0:00,1
7829,0,1940-03-12 0:00,1
2660,1,1965-06-24 0:00,1
123757,0,1927-10-07 0:00,1
367824,1,1944-09-12 0:00,1
130442,1,1954-04-26 0:00,1
252901,0,1979-01-24 0:00,1
122075,0,1973-10-25 0:00,1
84710,1,1968-07-16 0:00,1
160400,1,1983-08-20 0:00,1
211489,1,1958-08-19 0:00,1
65784,1,1941-11-27 0:00,1
263891,0,1938-06-08 0:00,1
169930,1,1960-05-27 0:00,1
163124,0,1931-06-29 0:00,1
358832,1,1965-11-06 0:00,1
344989,0,1977-04-22 0:00,1
242679,0,1981-03-12 0:00,1
72951,0,1972-11-21 0:00,1
185974,0,1958-11-01 0:00,1
277744,1,1965-03-22 0:00,1
300683,0,1967-10-18 0:00,1
28966,1,1954-05-16 0:00,1
244928,1,1973-09-13 0:00,1
225756,1,1947-02-03 0:00,1
234742,0,1954-09-02 0:00,1
221601,1,1959-04-03 0:00,1
365240,0,1983-02-28 0:00,1
119492,1,1980-07-16 0:00,1
123640,0,1976-07-27 0:00,1
115574,0,1954-02-23 0:00,1
161500,1,1933-03-19 0:00,1
31514,1,1924-10-04 0:00,1
199137,0,1943-04-07 0:00,1
180374,0,1939-01-03 0:00,1
161980,0,1956-03-22 0:00,1
67890,1,1965-02-06 0:00,1
41097,1,1961-06-16 0:00,1
43033,0,1908-08-01 0:00,1
237746,1,1962-05-21 0:00,1
126547,0,1944-11-08 0:00,1
335935,0,1976-04-26 0:00,1
40638,0,1968-01-16 0:00,1
41507,0,1970-06-09 0:00,1
273351,0,1938-05-13 0:00,1
299572,1,1951-08-23 0:00,1
229301,0,1954-07-02 0:00,1
25307,0,1957-05-20 0:00,1
238985,0,1963-03-16 0:00,1
122719,0,1967-06-27 0:00,1
251516,1,1971-05-25 0:00,1
346827,1,1952-10-30 0:00,1
60733,0,1969-06-18 0:00,1
132762,0,1968-09-03 0:00,1
150711,1,1997-04-09 0:00,1
132012,0,1977-11-07 0:00,1
78254,1,1969-09-30 0:00,1
176729,0,1967-08-30 0:00,1
54751,1,1961-01-04 0:00,1
172983,0,1996-10-11 0:00,1
80755,1,1960-03-19 0:00,1
305702,0,1927-03-15 0:00,1
329751,0,1963-04-14 0:00,1
258857,0,1970-09-27 0:00,1
63566,0,1967-12-26 0:00,1
168759,1,1958-08-05 0:00,1
195557,1,1978-10-29 0:00,1
239054,1,1951-02-05 0:00,1
190920,1,1967-07-22 0:00,1
357948,1,1956-04-08 0:00,1
99963,0,1990-01-15 0:00,1
286606,1,1921-09-04 0:00,1
66111,1,1929-11-04 0:00,1
122885,1,1996-03-20 0:00,1
13835,1,1949-10-30 0:00,1
312624,0,1969-11-16 0:00,1
191764,0,1966-10-10 0:00,1
168202,1,1945-10-26 0:00,1
265936,0,1954-04-15 0:00,1
153557,1,1941-12-18 0:00,1
177665,1,1986-04-11 0:00,1
257602,0,1975-09-17 0:00,1
350819,1,1985-11-13 0:00,1
176941,1,1958-02-07 0:00,1
346527,1,1947-10-25 0:00,1
317699,1,1977-02-06 0:00,0
50962,1,1967-04-04 0:00,1
35556,1,1942-11-11 0:00,1
250777,1,1930-08-22 0:00,1
133177,0,1961-03-31 0:00,1
293694,1,1940-04-19 0:00,1
179705,0,1940-04-04 0:00,1
188115,0,1962-02-15 0:00,1
78209,1,1942-11-02 0:00,1
21623,1,1983-10-16 0:00,1
281578,0,1968-08-05 0:00,1
291200,1,1946-10-06 0:00,1
96610,1,2002-06-20 0:00,1
80243,0,1961-09-24 0:00,1
185748,1,1988-10-30 0:00,1
280656,1,1963-10-15 0:00,1
362722,0,1970-01-23 0:00,1
66328,1,1959-06-05 0:00,1
164446,1,1963-05-15 0:00,1
144093,0,1978-09-13 0:00,1
83062,0,1963-09-07 0:00,1
69344,0,1961-01-25 0:00,1
281683,0,1938-06-08 0:00,1
200839,1,1933-04-30 0:00,1
276933,0,1930-02-21 0:00,1
126109,0,1948-04-21 0:00,1
49055,0,1989-03-05 0:00,1
86368,0,1977-08-21 0:00,1
152161,1,1962-05-30 0:00,1
284669,0,1973-10-03 0:00,1
281661,1,1976-05-17 0:00,1
147260,1,1942-11-15 0:00,1
115523,0,1915-05-11 0:00,1
103738,0,1975-07-13 0:00,1
354873,0,1945-11-18 0:00,1
102614,0,1921-10-18 0:00,1
210955,1,1933-05-07 0:00,1
358539,0,1958-02-04 0:00,1
282299,0,1963-03-29 0:00,1
57547,1,1941-06-09 0:00,1
212842,0,1935-12-01 0:00,1
265711,1,1968-10-27 0:00,1
155707,1,1957-08-20 0:00,1
189528,1,1973-03-04 0:00,1
334636,1,1959-05-24 0:00,1
245330,1,1998-08-05 0:00,1
111601,0,1924-12-25 0:00,1
147690,1,1941-10-19 0:00,1
349875,0,1973-04-06 0:00,1
275997,0,1957-05-10 0:00,1
242141,1,1968-07-03 0:00,1
223005,1,1929-12-31 0:00,1
329098,1,1993-09-25 0:00,1
21151,1,1929-10-20 0:00,1
267972,1,1964-06-18 0:00,1
79686,1,1994-12-14 0:00,1
123932,1,2003-02-11 0:00,1
264810,1,1938-05-12 0:00,1
195422,1,1961-09-23 0:00,1
79087,0,1969-11-24 0:00,1
236657,1,1930-01-20 0:00,1
151132,1,1951-11-20 0:00,1
212681,0,1957-09-19 0:00,1
51151,0,1989-01-19 0:00,1
353534,0,1945-10-23 0:00,1
346110,1,1959-07-23 0:00,1
103745,1,1962-02-13 0:00,1
182276,1,1961-10-30 0:00,1
357899,0,1928-08-28 0:00,1
129134,1,1926-04-24 0:00,1
284723,0,1970-01-28 0:00,1
126312,1,1969-03-24 0:00,1
322383,1,1934-07-07 0:00,1
329896,1,1982-03-14 0:00,1
37053,0,1925-03-26 0:00,1
330874,0,1968-12-23 0:00,1
191070,0,1971-11-05 0:00,1
258227,1,1978-02-05 0:00,1
109809,1,1925-03-10 0:00,1
176281,1,1966-09-30 0:00,1
115245,1,1977-10-31 0:00,1
158423,1,2006-11-26 0:00,1
310171,1,1951-11-13 0:00,0
61767,0,1935-06-26 0:00,1
54333,0,1962-04-29 0:00,1
238339,1,1954-07-23 0:00,1
207148,0,1957-05-02 0:00,1
85522,1,1960-05-28 0:00,1
351031,1,1976-02-17 0:00,0
229518,0,1946-11-25 0:00,1
154344,1,1958-04-04 0:00,1
305194,0,1992-11-17 0:00,1
263096,1,1990-06-14 0:00,1
198372,0,1963-03-10 0:00,1
59252,0,1944-02-24 0:00,1
186309,0,1979-07-05 0:00,1
102369,0,1972-06-26 0:00,1
27334,0,1959-11-24 0:00,1
160378,0,1974-06-04 0:00,1
203101,0,1945-09-22 0:00,1
326336,1,1925-10-25 0:00,1
321081,1,1987-03-10 0:00,1
147567,1,1979-07-27 0:00,1
214499,0,1934-07-22 0:00,1
99259,0,1971-04-14 0:00,1
242068,0,1966-09-08 0:00,1
153283,0,1935-07-15 0:00,1
10916,1,1969-09-22 0:00,1
156126,0,1988-05-26 0:00,1
325611,1,1952-07-27 0:00,1
76158,1,1971-11-09 0:00,1
65081,1,1954-07-26 0:00,1
356363,0,1967-11-22 0:00,1
340802,0,1968-05-27 0:00,1
371302,1,1929-09-11 0:00,1
317051,1,1996-08-22 0:00,1
277022,1,1953-06-06 0:00,1
315084,1,1971-04-15 0:00,1
229564,0,1955-12-22 0:00,1
80265,0,1954-01-09 0:00,1
243260,1,1955-12-02 0:00,1
35321,0,1966-01-24 0:00,1
116641,0,1940-04-09 0:00,1
35849,1,1969-05-04 0:00,1
322132,1,1968-03-02 0:00,1
75472,0,1977-11-10 0:00,1
60589,0,1968-12-21 0:00,1
21073,0,1936-07-05 0:00,1
109431,1,1956-05-17 0:00,1
316944,0,1948-08-05 0:00,1
64601,0,1956-12-22 0:00,1
306679,1,1981-09-16 0:00,1
111249,1,1983-03-12 0:00,1
190678,1,1948-02-14 0:00,1
162068,1,1947-10-23 0:00,1
370804,0,1966-06-05 0:00,1
20766,1,1941-08-28 0:00,1
260718,0,1935-07-15 0:00,1
334210,0,1952-05-08 0:00,1
277287,1,1937-12-14 0:00,1
128544,1,1946-07-29 0:00,1
238571,0,1967-03-10 0:00,1
259401,1,1940-06-15 0:00,1
320501,1,1963-05-16 0:00,1
15555,1,1952-06-15 0:00,1
214149,0,1966-07-02 0:00,1
280337,1,1973-06-13 0:00,1
369732,0,1969-08-26 0:00,1
239551,1,1947-01-28 0:00,1
27173,0,1977-01-05 0:00,1
67055,1,1969-01-17 0:00,1
59139,0,1954-10-11 0:00,1
143557,1,1962-05-20 0:00,1
14404,1,1949-09-16 0:00,1
296093,1,1921-03-01 0:00,1
210116,0,1962-12-07 0:00,1
227217,0,1975-06-18 0:00,1
30590,0,1926-12-13 0:00,1
67167,1,1977-05-25 0:00,1
350614,0,1967-09-15 0:00,1
309512,1,1943-05-31 0:00,1
159351,1,1971-07-22 0:00,1
232511,1,1994-01-23 0:00,1
199066,1,1973-06-24 0:00,0
366661,1,1960-09-02 0:00,1
323142,0,1943-10-29 0:00,1
268027,1,1973-08-09 0:00,1
280800,1,1964-12-29 0:00,1
211569,0,1969-05-06 0:00,1
166410,0,1999-04-24 0:00,1
157980,0,1979-11-26 0:00,1
268078,0,1980-10-06 0:00,1
229136,0,1974-06-06 0:00,1
178521,1,1938-01-03 0:00,1
239206,0,1961-08-21 0:00,1
242625,0,1923-05-19 0:00,1
274645,0,1941-02-11 0:00,1
206026,1,1945-02-19 0:00,1
189130,0,1947-11-12 0:00,1
73225,0,1979-12-01 0:00,1
96830,0,1939-10-07 0:00,1
63329,1,1963-01-02 0:00,1
151234,0,1941-05-18 0:00,1
267975,0,1947-05-02 0:00,1
93450,0,1956-04-24 0:00,1
264134,1,1971-12-09 0:00,1
301498,0,1957-03-22 0:00,1
113001,1,1942-10-22 0:00,1
730,1,1953-02-02 0:00,1
182075,1,1980-04-20 0:00,1
263036,0,1976-02-09 0:00,1
295307,0,1941-03-30 0:00,1
47134,0,1941-05-12 0:00,1
246599,1,1943-02-10 0:00,1
10784,0,1969-01-23 0:00,1
37287,0,1972-10-23 0:00,1
1645,0,1962-04-07 0:00,1
58073,1,1932-11-17 0:00,1
202992,0,1950-12-05 0:00,1
258679,0,1948-09-20 0:00,1
130174,1,1960-03-20 0:00,1
150181,0,1939-04-23 0:00,1
42713,0,1975-06-02 0:00,1
197179,1,1994-04-20 0:00,1
292837,0,1949-11-21 0:00,1
126589,0,1964-03-19 0:00,1
142663,0,1977-06-10 0:00,1
137562,1,1930-09-23 0:00,1
97726,1,1971-01-07 0:00,1
269312,0,1948-03-02 0:00,1
247139,0,1961-01-18 0:00,1
69216,0,1958-12-09 0:00,1
137908,0,1977-06-21 0:00,1
200480,0,1943-12-24 0:00,1
141346,0,1959-10-09 0:00,1
252316,0,1947-01-10 0:00,1
144604,0,1957-08-28 0:00,1
55771,1,1962-04-17 0:00,1
287111,1,1941-01-27 0:00,1
368851,1,1966-07-29 0:00,1
129302,1,1942-12-20 0:00,1
113148,0,1974-04-09 0:00,1
370230,0,1948-07-31 0:00,1
100271,1,1924-08-10 0:00,1
208526,1,1959-09-03 0:00,1
43604,1,2004-02-22 0:00,1
56121,1,1937-04-06 0:00,1
146961,0,1958-05-31 0:00,1
136946,0,1965-03-08 0:00,1
340055,1,1983-05-28 0:00,1
104008,1,1998-01-08 0:00,1
23454,1,1943-12-29 0:00,1
602,0,1958-11-25 0:00,1
162144,1,1948-06-18 0:00,1
34901,1,1964-10-20 0:00,1
143703,0,1965-04-21 0:00,1
127865,1,1988-08-04 0:00,1
38660,0,1963-09-10 0:00,1
277390,1,2001-12-08 0:00,1
135368,0,1970-08-11 0:00,1
172350,0,1968-02-14 0:00,1
301445,1,1940-07-27 0:00,1
249979,0,1943-01-27 0:00,1
144097,0,1960-11-09 0:00,1
107531,0,1964-12-17 0:00,1
60417,1,1955-01-13 0:00,1
66766,1,1974-11-07 0:00,1
326821,0,1956-06-21 0:00,1
70312,0,1942-12-18 0:00,1
77892,0,1955-04-20 0:00,1
314841,0,1992-03-11 0:00,1
258811,1,1933-11-06 0:00,1
275812,0,1961-02-08 0:00,1
365182,1,1970-06-25 0:00,1
318529,1,1961-10-02 0:00,1
66112,1,1999-02-15 0:00,1
99985,0,1935-12-11 0:00,1
338028,0,1963-08-06 0:00,1
10135,0,1991-12-24 0:00,1
41547,0,1919-07-20 0:00,1
95851,0,1968-01-27 0:00,1
138412,1,1970-12-14 0:00,1
261876,1,1973-08-16 0:00,1
248475,1,1977-04-25 0:00,1
125393,0,1961-08-27 0:00,1
353783,0,1985-01-31 0:00,1
217521,0,1943-02-06 0:00,1
222270,1,1976-10-20 0:00,1
307035,1,1992-12-01 0:00,1
223266,1,1946-08-03 0:00,1
65959,0,1961-06-30 0:00,1
307642,1,1964-11-16 0:00,1
324018,1,1961-01-08 0:00,1
32072,0,1961-09-29 0:00,1
281733,1,1931-09-19 0:00,1
323201,0,1938-01-20 0:00,1
5766,0,1969-08-20 0:00,1
140950,1,1933-03-09 0:00,1
241087,1,1981-05-14 0:00,1
237932,0,1939-11-11 0:00,1
64048,0,1960-09-17 0:00,1
16073,1,1932-12-27 0:00,1
159448,1,1988-11-02 0:00,1
364074,0,1936-07-02 0:00,1
284507,1,1930-10-30 0:00,1
71699,1,1939-04-09 0:00,1
142329,1,1977-12-21 0:00,1
214024,1,1974-04-20 0:00,1
270542,0,1957-10-08 0:00,1
299486,1,1967-05-13 0:00,1
279126,0,1972-04-20 0:00,1
14671,1,1963-08-03 0:00,1
35611,0,1944-05-02 0:00,1
161512,0,1973-01-22 0:00,1
208562,1,1944-07-02 0:00,1
180923,1,2001-06-04 0:00,1
323623,0,1992-10-04 0:00,1
119391,1,1961-06-12 0:00,1
272127,1,1959-06-10 0:00,1
291577,0,1966-11-03 0:00,1
73667,0,1961-04-28 0:00,1
76532,1,1955-01-12 0:00,1
9192,0,1967-07-14 0:00,1
262049,1,1971-06-25 0:00,1
108242,0,1928-05-22 0:00,1
219945,1,1969-06-11 0:00,1
98136,1,1960-11-06 0:00,1
58920,0,1922-12-02 0:00,1
22400,1,1968-05-25 0:00,1
263274,1,1997-03-06 0:00,1
45230,0,1977-06-07 0:00,1
162284,1,1957-11-16 0:00,1
2074,0,1931-12-26 0:00,1
262748,0,1966-02-11 0:00,1
126042,1,1955-11-24 0:00,1
50242,0,1973-04-04 0:00,1
81402,0,1946-03-06 0:00,1
294547,1,1998-07-16 0:00,1
102207,0,1951-03-16 0:00,1
330466,0,1988-09-22 0:00,1
83500,0,1950-05-27 0:00,1
303797,0,1947-05-27 0:00,1
86724,1,1936-02-06 0:00,1
68712,0,1962-05-31 0:00,1
129894,0,1999-10-05 0:00,1
163700,1,1988-06-05 0:00,1
190966,0,1945-01-27 0:00,1
148216,0,1975-02-07 0:00,1
130316,1,1971-03-26 0:00,1
109789,0,1967-01-06 0:00,1
296973,0,1962-03-24 0:00,1
207403,1,1957-03-07 0:00,1
130089,1,1991-11-17 0:00,1
114605,0,1963-08-26 0:00,1
39803,0,1977-07-03 0:00,1
13137,1,1947-04-16 0:00,1
265797,1,1950-03-20 0:00,1
90360,1,1966-05-17 0:00,1
352280,1,1923-02-18 0:00,1
258505,0,1949-02-28 0:00,1
302072,0,1962-07-22 0:00,1
57614,0,1965-03-16 0:00,1
95022,1,1980-02-15 0:00,1
89411,0,1981-01-20 0:00,1
29975,1,1951-01-06 0:00,1
136076,1,1967-03-04 0:00,1
15491,1,1959-02-05 0:00,1
242315,0,1960-04-15 0:00,1
296944,0,1969-10-13 0:00,1
303012,1,1945-09-01 0:00,1
47679,0,1959-12-22 0:00,1
96150,0,2005-02-01 0:00,1
31101,1,1942-07-05 0:00,1
73418,1,1938-12-16 0:00,1
66902,1,1972-07-16 0:00,1
197105,0,1979-11-21 0:00,1
280490,1,1941-08-28 0:00,1
361659,1,2001-01-06 0:00,1
185428,0,1960-03-28 0:00,1
118622,0,1958-04-08 0:00,1
101031,1,1958-06-29 0:00,1
22892,0,1988-09-17 0:00,1
177349,1,1944-07-06 0:00,1
143472,1,1972-10-21 0:00,1
301180,0,1972-05-07 0:00,1
344986,1,1961-10-06 0:00,1
290739,1,1931-02-24 0:00,1
297129,0,1943-09-05 0:00,1
34533,0,1951-04-05 0:00,1
199781,1,1953-11-11 0:00,1
51752,0,1949-01-15 0:00,1
252082,1,2005-01-10 0:00,1
168116,1,1926-12-04 0:00,1
300326,1,1995-02-13 0:00,1
70379,0,1969-03-10 0:00,1
232776,1,1972-06-20 0:00,1
213906,1,1918-10-18 0:00,1
146967,0,1976-04-27 0:00,1
125444,0,1954-02-22 0:00,1
288222,0,1962-01-03 0:00,1
118748,0,1965-01-04 0:00,1
133427,1,1966-03-14 0:00,1
185877,1,1960-01-13 0:00,0
75928,1,1992-02-02 0:00,1
152304,0,1950-02-28 0:00,1
206447,0,1963-02-02 0:00,1
241478,1,1976-05-23 0:00,1
290837,0,1943-08-02 0:00,1
157571,1,1967-01-18 0:00,1
347481,0,1976-02-29 0:00,1
86785,1,1962-01-25 0:00,1
317652,1,1975-01-18 0:00,1
94165,1,2009-02-19 0:00,1
365978,1,1992-07-11 0:00,1
181156,1,1973-11-21 0:00,1
88368,1,2002-09-06 0:00,1
271567,1,1936-02-21 0:00,1
19418,1,1961-05-30 0:00,1
164687,1,1957-10-01 0:00,1
249153,0,1997-10-24 0:00,1
210562,1,1947-07-24 0:00,1
342343,0,1925-06-13 0:00,1
12454,0,1997-01-08 0:00,1
125538,1,1964-08-03 0:00,1
121895,0,1956-08-27 0:00,1
64445,0,1971-09-08 0:00,1
100016,0,1963-08-12 0:00,1
1323,0,1952-09-16 0:00,1
250374,0,1923-10-27 0:00,1
305618,1,1978-08-04 0:00,1
363729,1,1998-05-05 0:00,1
341091,0,1958-02-08 0:00,1
64671,0,1952-02-19 0:00,1
103550,1,1975-07-22 0:00,1
3352,0,1979-05-26 0:00,1
87038,1,2000-11-17 0:00,1
245142,0,1955-06-16 0:00,1
132498,1,1971-03-01 0:00,0
217037,1,1964-08-14 0:00,1
34593,1,1932-11-01 0:00,1
1817,1,1930-12-19 0:00,1
